PanjivaRecordID,HSCode,ShipmentDestination,ShipperPanjivaID,TransportMethod
4392474,37,15,20,2
4420698,18,24,83,2
4425306,46,24,52,2
4430618,46,24,33,2
4400538,37,22,38,0
4417370,49,26,51,1
4454753,2,24,43,2
4356257,51,24,88,2
4361825,25,9,61,2
4361185,25,6,23,0
4361377,2,24,43,2
4361633,39,24,75,1
4367137,44,27,23,0
4380961,20,8,70,2
4393185,2,24,43,2
4406753,20,8,36,2
4416417,19,8,16,2
4416481,8,8,15,2
4421793,51,24,88,2
4398689,50,27,23,0
4433697,20,8,36,2
4433761,20,8,29,2
4439201,19,10,21,2
4443681,10,10,68,2
4368865,25,22,64,0
4368993,45,22,64,0
4400609,33,22,64,0
4400673,25,22,64,0
4400737,51,22,64,0
4416545,50,22,64,0
4427105,26,22,45,0
4432865,50,22,64,0
4444001,34,22,78,0
4372257,54,24,37,1
4395809,17,17,69,2
4409569,44,22,76,0
4419809,56,24,19,1
4458273,46,22,33,0
4464097,46,22,33,0
4465057,25,6,0,0
4471649,46,22,67,0
4360033,50,5,41,2
4360097,38,24,41,2
4380449,45,7,89,2
4392289,47,4,20,2
4392481,41,15,20,2
4454177,24,26,40,0
4449308,52,26,41,0
4454684,33,29,41,0
4454748,2,24,43,2
4356252,51,24,88,2
4356380,19,8,16,2
4361372,2,24,43,2
4386972,10,10,22,2
4399580,19,8,16,2
4393180,2,24,43,2
4406748,20,8,36,2
4406812,20,8,36,2
4416348,19,8,54,2
4416476,10,10,68,2
4421788,51,24,88,2
4398748,50,27,23,0
4398684,51,27,23,0
4426844,8,8,30,2
4433692,20,8,36,2
4433756,20,8,29,2
4439132,19,8,26,2
4439196,19,0,21,2
4443676,10,10,68,2
4443740,10,10,63,2
4368988,50,22,64,0
4400668,34,22,64,0
4400732,50,22,64,0
4434076,45,22,64,0
4456284,45,22,11,0
4372252,54,24,37,1
4373468,28,4,34,1
4424220,39,29,50,1
4447516,25,22,76,0
4360156,45,24,41,2
4380444,45,7,89,2
4392156,45,17,85,2
4392476,47,15,20,2
4420828,7,24,83,2
4430620,46,24,33,2
4421650,51,27,23,0
4432914,2,24,43,2
4449682,13,6,23,0
4454738,2,24,43,2
4454994,23,27,23,0
4356242,8,24,88,2
4356434,19,8,16,2
4361874,10,10,63,2
4361362,40,6,23,0
4367122,50,27,23,0
4381138,10,10,68,2
4393554,46,24,52,2
4399506,19,8,66,2
4393042,50,6,23,0
4399570,19,8,16,2
4406674,19,8,21,2
4406738,20,8,36,2
4406802,20,8,36,2
4393426,25,24,65,2
4416466,19,8,17,2
4426834,10,10,63,2
4433682,20,8,36,2
4433746,20,8,29,2
4433810,20,8,29,2
4439250,19,8,29,2
4443666,10,10,82,2
4443730,19,8,79,2
4356498,50,22,87,0
4356626,39,22,12,0
4377746,50,22,64,0
4381714,45,27,24,0
4400594,50,22,64,0
4400722,50,22,64,0
4416978,50,27,4,0
4358098,46,26,67,0
4462162,45,22,64,0
4384722,13,24,73,1
4409426,46,26,67,0
4423122,39,7,50,1
4444754,23,24,59,2
4447378,46,22,33,0
4470674,46,26,67,0
4360850,6,12,35,2
4397330,46,24,52,2
4420690,49,24,83,2
4448786,55,3,57,2
4460882,46,24,33,2
4376850,46,26,77,0
4438738,46,26,55,0
4373266,56,26,51,1
4421579,23,6,23,0
4421643,51,27,23,0
4432907,2,24,43,2
4449291,50,26,41,0
4356235,51,24,88,2
4356427,19,8,16,2
4361227,25,6,23,0
4361291,40,6,23,0
4367883,19,8,30,2
4380875,20,8,36,2
4399499,19,10,66,2
4399563,19,8,16,2
4393035,50,6,23,0
4406667,19,10,21,2
4406795,20,8,36,2
4416331,19,8,29,2
4416459,19,8,14,2
4421835,8,24,88,2
4433675,20,8,36,2
4399243,25,26,41,0
4433739,20,8,36,2
4433803,20,8,29,2
4439243,19,8,29,2
4356491,50,22,87,0
4400779,45,22,64,0
4411787,43,27,5,0
4432779,45,22,64,0
4462091,45,22,64,0
4462155,45,22,64,0
4468683,43,6,39,0
4357259,23,24,59,2
4373259,1,26,51,1
4408331,22,24,89,1
4409931,17,17,69,2
4444747,23,24,59,2
4469771,46,26,67,0
4360011,25,5,41,2
4360843,53,12,35,2
4392331,3,4,20,2
4392459,22,15,20,2
4392587,49,4,41,2
4420683,49,24,83,2
4425675,24,7,71,2
4430603,46,24,33,2
4432395,56,26,51,1
4426615,25,24,65,2
4426679,13,14,23,2
4454647,43,29,41,0
4356407,19,8,86,2
4361783,25,9,61,2
4361847,19,5,16,2
4361399,2,24,43,2
4376951,2,24,43,1
4381111,19,8,29,2
4386999,19,8,79,2
4387063,19,8,47,2
4393591,10,10,63,2
4406647,19,8,26,2
4393207,2,24,43,2
4406775,20,8,36,2
4421815,51,24,88,2
4421879,21,10,2,2
4433655,20,19,36,2
4433783,20,8,29,2
4439095,19,8,26,2
4406007,39,24,75,1
4439223,19,8,29,2
4443703,19,8,49,2
4356471,33,22,87,0
4368887,50,22,64,0
4378103,50,22,64,0
4462007,45,22,72,0
4462135,48,22,64,0
4462199,47,22,38,0
4358007,46,26,67,0
4440951,46,26,67,0
4442231,56,24,19,1
4458999,25,22,76,0
4460215,47,22,9,0
4360055,50,5,41,2
4360503,4,13,20,2
4392311,47,4,20,2
4392503,50,13,85,2
4392631,48,4,41,2
4404663,27,15,40,2
4420151,30,5,3,2
4420791,49,24,83,2
4448631,50,24,28,2
4453943,28,24,8,2
4460599,46,15,46,2
4467127,12,11,58,2
4376695,33,26,1,0
4400631,47,22,38,0
4426160,25,24,65,2
4454640,18,29,41,0
4356272,8,24,88,2
4356400,19,0,66,2
4361776,45,9,61,2
4361392,2,24,43,2
4380848,20,8,36,2
4393584,10,10,63,2
4393200,2,24,43,2
4406768,20,8,36,2
4416368,19,8,29,2
4416432,20,8,70,2
4421808,51,24,88,2
4433648,20,8,36,2
4399216,45,26,41,0
4433776,20,8,29,2
4421232,25,24,65,2
4368880,50,22,64,0
4378096,25,22,64,0
4381424,43,22,12,0
4432816,50,22,64,0
4432880,43,22,64,0
4433840,43,22,64,0
4444080,29,6,25,0
4358640,13,24,73,1
4461744,50,22,64,0
4462256,50,22,64,0
4464048,45,22,64,0
4458736,46,22,33,0
4360048,33,5,41,2
4365232,4,24,20,2
4375024,46,24,33,2
4392624,47,4,41,2
4420720,49,24,83,2
4448624,50,24,28,2
