PanjivaRecordID,HSCode,ShipmentDestination,ShipperPanjivaID,TransportMethod
4392474,25,1,20,1
4420698,35,24,83,1
4425306,14,24,52,1
4430618,14,24,33,1
4400538,25,3,38,2
4417370,55,9,51,0
4454753,18,24,43,1
4356257,41,24,88,1
4361825,23,7,61,1
4361185,23,22,23,2
4361377,18,24,43,1
4361633,44,24,75,0
4367137,50,25,23,2
4380961,9,4,70,1
4393185,18,24,43,1
4406753,9,4,36,1
4416417,40,4,16,1
4416481,42,4,15,1
4421793,41,24,88,1
4398689,30,25,23,2
4433697,9,4,36,1
4433761,9,4,29,1
4439201,40,0,21,1
4443681,13,0,68,1
4368865,23,3,64,2
4368993,45,3,64,2
4400609,3,3,64,2
4400673,23,3,64,2
4400737,41,3,64,2
4416545,30,3,64,2
4427105,27,3,45,2
4432865,30,3,64,2
4444001,31,3,78,2
4372257,0,24,37,0
4395809,1,27,69,1
4409569,50,3,76,2
4419809,49,24,19,0
4458273,14,3,33,2
4464097,14,3,33,2
4465057,23,22,0,2
4471649,14,3,67,2
4360033,30,23,41,1
4360097,15,24,41,1
4380449,45,26,89,1
4392289,20,16,20,1
4392481,38,1,20,1
4454177,11,9,40,2
4449308,6,9,41,2
4454684,3,12,41,2
4454748,18,24,43,1
4356252,41,24,88,1
4356380,40,4,16,1
4361372,18,24,43,1
4386972,13,0,22,1
4399580,40,4,16,1
4393180,18,24,43,1
4406748,9,4,36,1
4406812,9,4,36,1
4416348,40,4,54,1
4416476,13,0,68,1
4421788,41,24,88,1
4398748,30,25,23,2
4398684,41,25,23,2
4426844,42,4,30,1
4433692,9,4,36,1
4433756,9,4,29,1
4439132,40,4,26,1
4439196,40,10,21,1
4443676,13,0,68,1
4443740,13,0,63,1
4368988,30,3,64,2
4400668,31,3,64,2
4400732,30,3,64,2
4434076,45,3,64,2
4456284,45,3,11,2
4372252,0,24,37,0
4373468,21,16,34,0
4424220,44,12,50,0
4447516,23,3,76,2
4360156,45,24,41,1
4380444,45,26,89,1
4392156,45,27,85,1
4392476,20,1,20,1
4420828,43,24,83,1
4430620,14,24,33,1
4421650,41,25,23,2
4432914,18,24,43,1
4449682,36,22,23,2
4454738,18,24,43,1
4454994,39,25,23,2
4356242,42,24,88,1
4356434,40,4,16,1
4361874,13,0,63,1
4361362,10,22,23,2
4367122,30,25,23,2
4381138,13,0,68,1
4393554,14,24,52,1
4399506,40,4,66,1
4393042,30,22,23,2
4399570,40,4,16,1
4406674,40,4,21,1
4406738,9,4,36,1
4406802,9,4,36,1
4393426,23,24,65,1
4416466,40,4,17,1
4426834,13,0,63,1
4433682,9,4,36,1
4433746,9,4,29,1
4433810,9,4,29,1
4439250,40,4,29,1
4443666,13,0,82,1
4443730,40,4,79,1
4356498,30,3,87,2
4356626,44,3,12,2
4377746,30,3,64,2
4381714,45,25,24,2
4400594,30,3,64,2
4400722,30,3,64,2
4416978,30,25,4,2
4358098,14,9,67,2
4462162,45,3,64,2
4384722,36,24,73,0
4409426,14,9,67,2
4423122,44,26,50,0
4444754,39,24,59,1
4447378,14,3,33,2
4470674,14,9,67,2
4360850,29,8,35,1
4397330,14,24,52,1
4420690,55,24,83,1
4448786,5,11,57,1
4460882,14,24,33,1
4376850,14,9,77,2
4438738,14,9,55,2
4373266,49,9,51,0
4421579,39,22,23,2
4421643,41,25,23,2
4432907,18,24,43,1
4449291,30,9,41,2
4356235,41,24,88,1
4356427,40,4,16,1
4361227,23,22,23,2
4361291,10,22,23,2
4367883,40,4,30,1
4380875,9,4,36,1
4399499,40,0,66,1
4399563,40,4,16,1
4393035,30,22,23,2
4406667,40,0,21,1
4406795,9,4,36,1
4416331,40,4,29,1
4416459,40,4,14,1
4421835,42,24,88,1
4433675,9,4,36,1
4399243,23,9,41,2
4433739,9,4,36,1
4433803,9,4,29,1
4439243,40,4,29,1
4356491,30,3,87,2
4400779,45,3,64,2
4411787,48,25,5,2
4432779,45,3,64,2
4462091,45,3,64,2
4462155,45,3,64,2
4468683,48,22,39,2
4357259,39,24,59,1
4373259,8,9,51,0
4408331,54,24,89,0
4409931,1,27,69,1
4444747,39,24,59,1
4469771,14,9,67,2
4360011,23,23,41,1
4360843,16,8,35,1
4392331,12,16,20,1
4392459,54,1,20,1
4392587,55,16,41,1
4420683,55,24,83,1
4425675,11,26,71,1
4430603,14,24,33,1
4432395,49,9,51,0
4426615,23,24,65,1
4426679,36,19,23,1
4454647,48,12,41,2
4356407,40,4,86,1
4361783,23,7,61,1
4361847,40,23,16,1
4361399,18,24,43,1
4376951,18,24,43,0
4381111,40,4,29,1
4386999,40,4,79,1
4387063,40,4,47,1
4393591,13,0,63,1
4406647,40,4,26,1
4393207,18,24,43,1
4406775,9,4,36,1
4421815,41,24,88,1
4421879,56,0,2,1
4433655,9,29,36,1
4433783,9,4,29,1
4439095,40,4,26,1
4406007,44,24,75,0
4439223,40,4,29,1
4443703,40,4,49,1
4356471,3,3,87,2
4368887,30,3,64,2
4378103,30,3,64,2
4462007,45,3,72,2
4462135,53,3,64,2
4462199,20,3,38,2
4358007,14,9,67,2
4440951,14,9,67,2
4442231,49,24,19,0
4458999,23,3,76,2
4460215,20,3,9,2
4360055,30,23,41,1
4360503,2,17,20,1
4392311,20,16,20,1
4392503,30,17,85,1
4392631,53,16,41,1
4404663,34,1,40,1
4420151,51,23,3,1
4420791,55,24,83,1
4448631,30,24,28,1
4453943,21,24,8,1
4460599,14,1,46,1
4467127,19,18,58,1
4376695,3,9,1,2
4400631,20,3,38,2
4426160,23,24,65,1
4454640,35,12,41,2
4356272,42,24,88,1
4356400,40,10,66,1
4361776,45,7,61,1
4361392,18,24,43,1
4380848,9,4,36,1
4393584,13,0,63,1
4393200,18,24,43,1
4406768,9,4,36,1
4416368,40,4,29,1
4416432,9,4,70,1
4421808,41,24,88,1
4433648,9,4,36,1
4399216,45,9,41,2
4433776,9,4,29,1
4421232,23,24,65,1
4368880,30,3,64,2
4378096,23,3,64,2
4381424,48,3,12,2
4432816,30,3,64,2
4432880,48,3,64,2
4433840,48,3,64,2
4444080,22,22,25,2
4358640,36,24,73,0
4461744,30,3,64,2
4462256,30,3,64,2
4464048,45,3,64,2
4458736,14,3,33,2
4360048,3,23,41,1
4365232,2,24,20,1
4375024,14,24,33,1
4392624,20,16,41,1
4420720,55,24,83,1
4448624,30,24,28,1
